review_id,product_category,product_name,review_text,rating,review_date,verified_purchase,helpful_votes,clean_tokens,vader_compound,vader_pos,vader_neu,vader_neg,sentiment_label,dominant_emotion
REV01413,Home & Kitchen,Air Fryer,Couldn't be happier with this purchase. Battery life lasts way longer than advertised. 👍,4,2024-02-15,True,5,couldnt happier purchase battery life last way longer advertised,-0.4168,0.0,0.835,0.165,Negative,None Detected
REV01270,Fashion,Running Shoes,Best purchase I've made this year. The packaging was neat and nothing was damaged. 😊,5,2025-06-27,False,4,best purchase ive made year packaging neat nothing damaged,0.8786,0.433,0.481,0.085,Positive,None Detected
REV01599,Books & Media,Kids Story Set,"Five stars, no doubt. Delivery was super fast, arrived a day early. 👍",5,2025-07-01,False,6,five star doubt delivery super fast arrived day early,0.7193,0.334,0.666,0.0,Positive,Trust
REV00107,Books & Media,Self-Help Book,Best purchase I've made this year. My family loves it just as much as I do. 🔥,5,2025-10-01,True,0,best purchase ive made year family love much,0.7579,0.325,0.576,0.099,Positive,Joy
REV00076,Electronics,Bluetooth Speaker,"Five stars, no doubt. Battery life lasts way longer than advertised. 🔥 although it took longer to arrive than promised.",5,2025-01-26,True,0,five star doubt battery life last way longer advertised although took longer arrive promised,0.2982,0.192,0.708,0.1,Positive,Anticipation
REV01623,Books & Media,Cookbook,I'm so impressed with the quality. The packaging was neat and nothing was damaged.,5,2024-09-28,True,0,impressed quality packaging neat nothing damaged,0.8316,0.444,0.556,0.0,Positive,None Detected
REV00012,Beauty & Personal Care,Face Serum,Does the job but nothing extraordinary. It's comparable to other products in this price range. 🤷,3,2024-03-11,False,1,job nothing extraordinary comparable product price range,0.0,0.0,1.0,0.0,Neutral,None Detected
REV01669,Sports & Outdoors,Water Bottle,Highly recommend this to everyone. The color and finish look great in person. ✨,5,2024-12-02,True,4,highly recommend everyone color finish look great person,0.8479,0.455,0.545,0.0,Positive,Trust
REV00361,Books & Media,Comic Collection,I'm so impressed with the quality. My family loves it just as much as I do.,5,2025-09-25,True,0,impressed quality family love much,0.796,0.336,0.664,0.0,Positive,Joy
REV00469,Sports & Outdoors,Resistance Bands,Really disappointed with this purchase. It arrived late and the box was damaged.,1,2024-09-30,False,7,really disappointed purchase arrived late box damaged,-0.7425,0.0,0.636,0.364,Negative,Sadness
REV01789,Fashion,Backpack,Does the job but nothing extraordinary. There are better alternatives but this works fine too. 🤷,3,2025-04-20,True,2,job nothing extraordinary better alternative work fine,0.7227,0.287,0.713,0.0,Positive,None Detected
REV00059,Beauty & Personal Care,Electric Trimmer,Couldn't be happier with this purchase. The packaging was neat and nothing was damaged. ❤️,5,2024-06-09,True,0,couldnt happier purchase packaging neat nothing damaged,0.3879,0.255,0.614,0.131,Positive,None Detected
REV01106,Fashion,Backpack,Highly recommend this to everyone. Setup was simple and took less than five minutes. 🔥,5,2024-12-06,True,4,highly recommend everyone setup simple took less five minute,0.101,0.154,0.715,0.132,Positive,Trust
REV00102,Electronics,Wireless Earbuds,Would not recommend this to anyone. The size was completely different from what was described. 👎,2,2024-05-12,True,6,would not recommend anyone size completely different described,-0.2755,0.0,0.883,0.117,Negative,Trust
REV00377,Fashion,Cotton T-Shirt,HIGHLY RECOMMEND THIS TO EVERYONE. MY FAMILY LOVES IT JUST AS MUCH AS I DO. ✨ BUT I WISH IT CAME IN MORE COLOR OPTIONS.,4,2024-01-08,True,1,highly recommend everyone family love much wish came color option,0.8921,0.357,0.643,0.0,Positive,None Detected
REV01795,Books & Media,Self-Help Book,Really disappointed with this purchase. The stitching came apart almost immediately. 😢,2,2024-04-03,True,0,really disappointed purchase stitching came apart almost immediately,-0.7363,0.0,0.639,0.361,Negative,Anger
REV01616,Electronics,Laptop Stand,Best purchase I've made this year. My family loves it just as much as I do. ✨,4,2025-03-05,True,2,best purchase ive made year family love much,0.8807,0.421,0.579,0.0,Positive,Joy
REV00359,Sports & Outdoors,Yoga Mat,"Fantastic value for the price. Delivery was super fast, arrived a day early. ❤️ but the delivery experience could definitely be better.",5,2024-01-10,True,10,fantastic value price delivery super fast arrived day early delivery experience could definitely better,0.9161,0.435,0.565,0.0,Positive,Anticipation
REV00917,Fashion,Sunglasses,Best purchase I've made this year. It's comfortable and fits perfectly. 👍,4,2024-01-22,False,4,best purchase ive made year comfortable fit perfectly,0.9136,0.539,0.461,0.0,Positive,None Detected
REV01547,Electronics,Power Bank,I'm so impressed with the quality. My family loves it just as much as I do. 👍 although the price is a bit high for what you get.,4,2024-08-29,True,5,impressed quality family love much although price bit high get,0.796,0.208,0.792,0.0,Positive,Joy
REV00563,Electronics,USB-C Hub,Best purchase I've made this year. My family loves it just as much as I do. but I wish it came in more color options.,5,2025-12-31,False,2,best purchase ive made year family love much wish came color option,0.8176,0.279,0.721,0.0,Positive,Joy
REV00584,Home & Kitchen,Blender,Absolutely loved this product! It's comfortable and fits perfectly. 😊,5,2024-09-16,True,2,absolutely loved product comfortable fit perfectly,0.9583,0.666,0.334,0.0,Positive,None Detected
REV00702,Beauty & Personal Care,Lip Balm Set,I regret buying this. The material feels cheap and flimsy.,1,2025-12-03,True,3,regret buying material feel cheap flimsy,-0.4215,0.0,0.763,0.237,Negative,Sadness
REV00255,Books & Media,Kids Story Set,Couldn't be happier with this purchase. Battery life lasts way longer than advertised. 👍,5,2024-01-02,False,3,couldnt happier purchase battery life last way longer advertised,-0.4168,0.0,0.835,0.165,Negative,None Detected
REV00913,Beauty & Personal Care,Sunscreen Lotion,Best purchase I've made this year. Setup was simple and took less than five minutes. 👍,5,2024-10-29,True,2,best purchase ive made year setup simple took less five minute,0.6369,0.208,0.792,0.0,Positive,None Detected
REV00166,Sports & Outdoors,Water Bottle,I'm so impressed with the quality. The color and finish look great in person. ✨ even though customer service was slow to respond.,4,2025-06-06,True,4,impressed quality color finish look great person even though customer service slow respond,0.8687,0.329,0.671,0.0,Positive,None Detected
REV00780,Books & Media,Fiction Novel,This is exactly what I needed. Customer service was quick to respond when I had a question. ❤️,5,2024-08-12,True,6,exactly needed customer service quick respond question,0.0,0.0,1.0,0.0,Neutral,None Detected
REV01385,Fashion,Denim Jacket,Couldn't be happier with this purchase. Setup was simple and took less than five minutes. 🔥 although it took longer to arrive than promised.,4,2024-03-08,False,3,couldnt happier purchase setup simple took less five minute although took longer arrive promised,-0.3971,0.087,0.732,0.18,Negative,Anticipation
REV01730,Home & Kitchen,Blender,ABSOLUTELY LOVED THIS PRODUCT! IT'S COMFORTABLE AND FITS PERFECTLY. ❤️,5,2024-07-17,True,3,absolutely loved product comfortable fit perfectly,0.951,0.651,0.349,0.0,Positive,None Detected
REV01308,Books & Media,Kids Story Set,Couldn't be happier with this purchase. The packaging was neat and nothing was damaged. ✨,4,2025-09-06,True,0,couldnt happier purchase packaging neat nothing damaged,0.17,0.256,0.52,0.224,Positive,None Detected
REV00438,Home & Kitchen,Blender,"Extremely poor quality. I found scratches on it right out of the packaging. On the plus side, it did arrive quickly.",1,2024-06-01,True,0,extremely poor quality found scratch right packaging plus side arrive quickly,-0.5256,0.0,0.855,0.145,Negative,Joy
REV00740,Sports & Outdoors,Cycling Helmet,absolutely loved this product! battery life lasts way longer than advertised. 😊,5,2024-04-13,True,1,absolutely loved product battery life last way longer advertised,0.8881,0.446,0.554,0.0,Positive,Anger
REV01226,Books & Media,Fiction Novel,"It works as described, no complaints, no excitement. Some features could be improved in future versions. 🙂",3,2025-05-09,True,10,work described complaint excitement feature could improved future version,0.745,0.374,0.527,0.099,Positive,Anger
REV01458,Electronics,Power Bank,"It works as described, no complaints, no excitement. The design is simple but functional. 🙂",3,2025-03-24,False,3,work described complaint excitement design simple functional,0.5886,0.309,0.606,0.085,Positive,Anger
REV00032,Sports & Outdoors,Cycling Helmet,"Five stars, no doubt. Battery life lasts way longer than advertised. 🔥",5,2024-01-02,True,1,five star doubt battery life last way longer advertised,-0.0747,0.145,0.689,0.165,Negative,Trust
REV01173,Fashion,Leather Wallet,Couldn't be happier with this purchase. It's comfortable and fits perfectly. 🔥,5,2025-03-19,True,3,couldnt happier purchase comfortable fit perfectly,0.5145,0.363,0.387,0.25,Positive,None Detected
REV01565,Home & Kitchen,Bedsheet Set,"Highly recommend this to everyone. Delivery was super fast, arrived a day early. ❤️",5,2025-12-23,False,5,highly recommend everyone delivery super fast arrived day early,0.7713,0.34,0.66,0.0,Positive,Trust
REV00221,Electronics,Power Bank,Would not recommend this to anyone. Customer support never replied to my emails. 😢,1,2025-10-26,True,12,would not recommend anyone customer support never replied email,-0.3632,0.136,0.603,0.262,Negative,Trust
REV01671,Beauty & Personal Care,Electric Trimmer,Absolutely loved this product! It looks even better than the pictures online. ❤️,5,2025-04-26,True,2,absolutely loved product look even better picture online,0.8118,0.381,0.619,0.0,Positive,None Detected
REV01423,Books & Media,Biography,Exceeded my expectations. It's comfortable and fits perfectly. 👍,4,2024-01-03,False,1,exceeded expectation comfortable fit perfectly,0.8176,0.484,0.516,0.0,Positive,Anticipation
REV01014,Home & Kitchen,Blender,Fantastic value for the price. Setup was simple and took less than five minutes. ✨,5,2025-06-09,False,11,fantastic value price setup simple took less five minute,0.8074,0.409,0.591,0.0,Positive,None Detected
REV00086,Books & Media,Kids Story Set,This is exactly what I needed. The color and finish look great in person.,5,2024-10-13,True,0,exactly needed color finish look great person,0.6249,0.24,0.76,0.0,Positive,None Detected
REV00593,Electronics,Smartwatch,This was a complete waste of time. It stopped working after just one week. 💔,2,2025-11-03,True,8,complete waste time stopped working one week,-0.3818,0.175,0.5,0.325,Negative,Disgust
REV01292,Books & Media,Self-Help Book,This is exactly what I needed. It looks even better than the pictures online. 👍,4,2024-05-06,True,1,exactly needed look even better picture online,0.4404,0.162,0.838,0.0,Positive,None Detected
REV00808,Fashion,Sunglasses,This is exactly what I needed. It looks even better than the pictures online. ✨,4,2024-06-26,True,3,exactly needed look even better picture online,0.6369,0.286,0.714,0.0,Positive,None Detected
REV01158,Home & Kitchen,Bedsheet Set,This is exactly what I needed. The build quality feels premium and sturdy.,5,2025-10-12,True,0,exactly needed build quality feel premium sturdy,0.0,0.0,1.0,0.0,Neutral,None Detected
REV01732,Sports & Outdoors,Camping Tent,Fantastic value for the price. Setup was simple and took less than five minutes. 🔥,5,2024-09-08,True,2,fantastic value price setup simple took less five minute,0.5574,0.294,0.588,0.118,Positive,None Detected
REV00278,Beauty & Personal Care,Moisturizer Cream,"Five stars, no doubt. My family loves it just as much as I do. ❤️",5,2025-11-09,False,1,five star doubt family love much,0.7013,0.293,0.707,0.0,Positive,Joy
REV00852,Beauty & Personal Care,Lip Balm Set,"Five stars, no doubt. It's comfortable and fits perfectly.",4,2025-07-26,True,2,five star doubt comfortable fit perfectly,0.8628,0.616,0.384,0.0,Positive,Trust
REV00229,Fashion,Running Shoes,Really disappointed with this purchase. The instructions were confusing and unclear.,1,2025-07-04,True,1,really disappointed purchase instruction confusing unclear,-0.7425,0.0,0.523,0.477,Negative,Anger
REV01241,Sports & Outdoors,Water Bottle,A decent option if you're on a budget. Shipping took the standard amount of time.,3,2025-03-11,True,6,decent option youre budget shipping took standard amount time,0.0,0.0,1.0,0.0,Neutral,Trust
REV01321,Sports & Outdoors,Camping Tent,"It works as described, no complaints, no excitement. The design is simple but functional. 🙂",3,2025-11-18,True,0,work described complaint excitement design simple functional,0.5886,0.309,0.606,0.085,Positive,Anger
REV01261,Books & Media,Biography,Couldn't be happier with this purchase. The color and finish look great in person. ✨,5,2024-12-31,True,0,couldnt happier purchase color finish look great person,0.5609,0.302,0.567,0.131,Positive,None Detected
